File,First Sentence
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD24L__07-03-21-09-53-04_transcript.txt, ovi klinci su nemoguć i niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD25L__07-03-21-09-53-21_transcript.txt, Milan je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD26L__07-03-21-09-53-34_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD27L__07-03-21-09-53-54_transcript.txt, kada završe sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD28L__07-03-21-09-54-08_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD29L__07-03-21-09-54-22_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_0_MMMD30L__07-03-21-09-54-36_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK04L__07-03-21-09-54-53_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK05L__07-03-21-09-55-04_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK06L__07-03-21-09-55-14_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK07L__07-03-21-09-55-37_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK08L__07-03-21-09-55-49_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK09L__07-03-21-09-56-01_transcript.txt, doveče je žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK10L__07-03-21-09-56-12_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK11L__07-03-21-09-56-22_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK12L__07-03-21-09-56-40_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK13L__07-03-21-09-56-57_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK14L__07-03-21-09-57-08_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK15L__07-03-21-09-57-22_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK16L__07-03-21-09-57-32_transcript.txt, Sanjala sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK17L__07-03-21-09-57-42_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK18L__07-03-21-09-57-53_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK19L__07-03-21-09-58-03_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK20L__07-03-21-09-58-13_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK21L__07-03-21-09-58-24_transcript.txt, moja karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK22L__07-03-21-09-58-41_transcript.txt, naša kola su stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK23L__07-03-21-09-58-52_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK24L__07-03-21-09-59-03_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK25L__07-03-21-09-59-17_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK26L__07-03-21-09-59-32_transcript.txt, u braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK27L__07-03-21-09-59-43_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK28L__07-03-21-09-59-54_transcript.txt, večeras mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK29L__07-03-21-10-00-08_transcript.txt, otvori fer i novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/0/1_0_1_MMMK30L__07-03-21-10-00-19_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd01n__07-03-21-09-09-24_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd02n__07-03-21-09-09-43_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd03n__07-03-21-09-10-02_transcript.txt, kompjuteri su prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd04n__07-03-21-09-10-35_transcript.txt, Otišao je u inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd05n__07-03-21-09-10-57_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd06n__07-03-21-09-11-18_transcript.txt, popeću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd07n__07-03-21-09-11-42_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd08n__07-03-21-09-12-02_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd09n__07-03-21-09-12-31_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd10n__07-03-21-09-12-52_transcript.txt, Mirjana rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd11n__07-03-21-09-13-10_transcript.txt, na more Idemo u isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd12n__07-03-21-09-13-27_transcript.txt, na slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd13n__07-03-21-09-14-30_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd14n__07-03-21-09-14-46_transcript.txt, naoblačilo se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd15n__07-03-21-09-15-09_transcript.txt, sećam se kada je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd16n__07-03-21-09-15-30_transcript.txt, na mlade najviše uticaj imaju lica sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd17n__07-03-21-09-15-52_transcript.txt, čim uplate on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd18n__07-03-21-09-16-43_transcript.txt, nazvaću te ponovo za otprilike sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd19n__07-03-21-09-17-17_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd20n__07-03-21-09-17-34_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd21n__07-03-21-09-17-50_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd22n__07-03-21-09-18-26_transcript.txt, Taman sam krenula da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd23n__07-03-21-09-18-47_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd24n__07-03-21-09-19-11_transcript.txt, ovi klinci su nemoguć i niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd25n__07-03-21-09-19-39_transcript.txt, Milan je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd26n__07-03-21-09-19-56_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd27n__07-03-21-09-20-12_transcript.txt, kada završe sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd28n__07-03-21-09-20-31_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd29n__07-03-21-09-20-50_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_0_mvmd30n__07-03-21-09-21-22_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk01n__07-03-21-09-21-36_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk02n__07-03-21-09-21-59_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk03n__07-03-21-09-22-15_transcript.txt, prespava ću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk04n__07-03-21-09-22-25_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk05n__07-03-21-09-22-40_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk06n__07-03-21-09-22-53_transcript.txt, doći će nam Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk07n__07-03-21-09-23-09_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk08n__07-03-21-09-23-22_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk09n__07-03-21-09-23-47_transcript.txt, doveče žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk10n__07-03-21-09-24-03_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk11n__07-03-21-09-24-28_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk12n__07-03-21-09-24-44_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk13n__07-03-21-09-25-10_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk14n__07-03-21-09-25-25_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk15n__07-03-21-09-25-38_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk16n__07-03-21-09-25-52_transcript.txt, Sanjao sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk17n__07-03-21-09-26-05_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk18n__07-03-21-09-26-17_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk19n__07-03-21-09-26-29_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk20n__07-03-21-09-26-45_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk21n__07-03-21-09-26-59_transcript.txt, moja karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk22n__07-03-21-09-27-13_transcript.txt, naša kola su stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk23n__07-03-21-09-27-27_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk24n__07-03-21-09-27-41_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk25n__07-03-21-09-28-21_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk26n__07-03-21-09-28-34_transcript.txt, u braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk27n__07-03-21-09-28-48_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk28n__07-03-21-09-29-03_transcript.txt, večeras mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk29n__07-03-21-09-29-18_transcript.txt, o toj aferi novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/1/2_1_1_mvmk30n__07-03-21-09-29-41_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd01r__07-03-21-09-30-47_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd02r__07-03-21-09-31-03_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd03r__07-03-21-09-31-29_transcript.txt, kompjuteri su prodali u sve oblasti bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd04r__07-03-21-09-31-51_transcript.txt, otišao u inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd05r__07-03-21-09-32-16_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd06r__07-03-21-09-33-09_transcript.txt, popiću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd07r__07-03-21-09-33-31_transcript.txt, uvek se setim tebe kad čujem te u pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd08r__07-03-21-09-33-45_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd09r__07-03-21-09-33-59_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd10r__07-03-21-09-34-14_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd11r__07-03-21-09-34-32_transcript.txt, na more Idemo u isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd12r__07-03-21-09-34-48_transcript.txt, na slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd13r__07-03-21-09-35-03_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd14r__07-03-21-09-35-16_transcript.txt, naoblačilo se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd15r__07-03-21-09-35-32_transcript.txt, sećam se kad je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd16r__07-03-21-09-35-59_transcript.txt, na mlade najviše uticaj imaju lica sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd17r__07-03-21-09-36-16_transcript.txt, čim uplate on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd18r__07-03-21-09-36-29_transcript.txt, nazvat ću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd19r__07-03-21-09-36-44_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd20r__07-03-21-09-37-00_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd21r__07-03-21-09-37-14_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd22r__07-03-21-09-37-31_transcript.txt, Taman sam krenula da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd23r__07-03-21-09-37-46_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd24r__07-03-21-09-38-01_transcript.txt, ovi klinci su nemoguć i niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd25r__07-03-21-09-38-20_transcript.txt, Milan je ušao u voz nekoliko minuta pre na
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd26r__07-03-21-09-38-36_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd27r__07-03-21-09-38-51_transcript.txt, Kada završiš sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd28r__07-03-21-09-39-09_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd29r__07-03-21-09-39-28_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_0_okzd30r__07-03-21-09-39-46_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk04r__07-03-21-09-40-00_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk05r__07-03-21-09-40-13_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk06r__07-03-21-09-40-25_transcript.txt, doći će Damir kao na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk07r__07-03-21-09-40-38_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk08r__07-03-21-09-40-54_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk09r__07-03-21-09-41-09_transcript.txt, doveče je žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk10r__07-03-21-09-41-25_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk11r__07-03-21-09-41-38_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1003/2/3_2_1_okzk12r__07-03-21-09-41-54_transcript.txt, Petar će doći u ponedeljak
